2023-01-04 18:51:55.791075	checkhand	((4, 9, 2, 12, 5),)	старшая карта
2023-01-04 18:51:55.791075	checkhand	((1, 10, 7, 3, 7),)	пара
2023-01-04 18:51:55.793076	checkhand	((5, 1, 13, 8, 4),)	старшая карта
2023-01-04 18:51:55.794076	checkhand	((9, 12, 13, 12, 10),)	пара
2023-01-04 18:51:55.794076	checkhand	((4, 8, 3, 2, 6),)	старшая карта
2023-01-04 18:51:55.795075	checkhand	((11, 10, 7, 10, 10),)	сет
2023-01-04 18:51:55.795075	checkhand	((1, 1, 3, 12, 9),)	пара
2023-01-04 18:51:55.796076	checkhand	((12, 2, 13, 3, 12),)	пара
2023-01-04 18:51:55.796076	checkhand	((12, 3, 6, 1, 2),)	старшая карта
2023-01-04 18:51:55.797076	checkhand	((11, 1, 6, 1, 10),)	пара
2023-01-04 18:51:55.797076	checkhand	((3, 13, 8, 9, 9),)	пара
2023-01-04 18:51:55.798076	checkhand	((9, 6, 10, 5, 2),)	старшая карта
2023-01-04 18:51:55.798076	checkhand	((9, 12, 11, 5, 2),)	старшая карта
2023-01-04 18:51:55.798076	checkhand	((6, 9, 12, 1, 13),)	старшая карта
2023-01-04 18:51:55.799077	checkhand	((5, 12, 6, 7, 2),)	старшая карта
2023-01-04 18:51:55.799077	checkhand	((12, 2, 4, 11, 12),)	пара
2023-01-04 18:51:55.800076	checkhand	((13, 1, 12, 12, 9),)	пара
2023-01-04 18:51:55.801078	checkhand	((9, 10, 11, 11, 3),)	пара
2023-01-04 18:51:55.801078	checkhand	((5, 6, 9, 12, 1),)	старшая карта
2023-01-04 18:51:55.802078	checkhand	((9, 10, 1, 12, 5),)	старшая карта
2023-01-04 18:51:55.802078	checkhand	((12, 13, 8, 9, 6),)	старшая карта
2023-01-04 18:51:55.803078	checkhand	((7, 7, 9, 7, 7),)	каре
2023-01-04 18:51:55.803078	checkhand	((11, 12, 8, 6, 11),)	пара
2023-01-04 18:51:55.803078	checkhand	((5, 4, 13, 6, 8),)	старшая карта
2023-01-04 18:51:55.804078	checkhand	((7, 5, 10, 12, 10),)	пара
2023-01-04 18:51:55.804078	checkhand	((6, 6, 11, 1, 12),)	пара
2023-01-04 18:51:55.805078	checkhand	((9, 1, 10, 10, 11),)	пара
2023-01-04 18:51:55.805078	checkhand	((13, 6, 10, 1, 8),)	старшая карта
2023-01-04 18:51:55.805078	checkhand	((7, 3, 4, 10, 3),)	пара
2023-01-04 18:51:55.806078	checkhand	((1, 2, 6, 2, 12),)	пара
2023-01-04 18:51:55.806078	checkhand	((6, 9, 4, 2, 5),)	старшая карта
2023-01-04 18:51:55.807078	checkhand	((4, 3, 2, 5, 1),)	стрит
